รหัสเขตพื้นที่การศึกษา,ชื่อเขตพื้นที่การศึกษา,รหัสโรงเรียน (smis),percode รหัส 6 หลัก,รหัสกระทรวง (10 หลัก),ชื่อโรงเรียน,ลำดับ,แปลงที่,ตารางวา,งาน,ไร่,กรรมสิทธิ์การถือครอง
60030000,สพป.นครสวรรค์ เขต 3,60030162,220288,1060220288,บ้านหัวถนนเหนือ(รัฐประชาชนูทิศ),1,1,98.0,1,52,ที่ราชพัสดุ
60030000,สพป.นครสวรรค์ เขต 3,60030163,220289,1060220289,บ้านเขาค้างคาว,1,1,70.0,2,25,ที่สาธารณะประโยชน์
60030000,สพป.นครสวรรค์ เขต 3,60030164,220290,1060220290,บ้านหนองเนิน,1,1,53.0,3,10,ที่สาธารณะประโยชน์
60030000,สพป.นครสวรรค์ เขต 3,60030166,220423,1060220423,บ้านคลองตักน้ำ,1,1,40.0,3,11,ที่ราชพัสดุ
60030000,สพป.นครสวรรค์ เขต 3,60030167,220424,1060220424,วัดหนองเสือ,1,1,87.0,3,5,ที่ดินได้รับบริจาคหรือให้ใช้
60030000,สพป.นครสวรรค์ เขต 3,60030167,220424,1060220424,วัดหนองเสือ,2,2,99.0,1,4,ที่ดินได้รับบริจาคหรือให้ใช้
60030000,สพป.นครสวรรค์ เขต 3,60030168,220426,1060220426,อนุบาลไพศาลี(โคกเดื่อประชาสรรค์),1,แปลงที่1,0.0,0,35,ที่ราชพัสดุ
60030000,สพป.นครสวรรค์ เขต 3,60030168,220426,1060220426,อนุบาลไพศาลี(โคกเดื่อประชาสรรค์),2,0,0.0,0,0,-
60030000,สพป.นครสวรรค์ เขต 3,60030168,220426,1060220426,อนุบาลไพศาลี(โคกเดื่อประชาสรรค์),3,0,0.0,0,0,-
60030000,สพป.นครสวรรค์ เขต 3,60030169,220431,1060220431,บ้านห้วยตะโก,1,1,43.0,0,7,ที่ราชพัสดุ
60030000,สพป.นครสวรรค์ เขต 3,60030169,220431,1060220431,บ้านห้วยตะโก,2,2,83.0,0,4,ที่ราชพัสดุ
60030000,สพป.นครสวรรค์ เขต 3,60030170,220435,1060220435,บ้านตะคร้อ(รัฐประชาชนูทิศ),1,1,0.0,2,34,ที่ราชพัสดุ
60030000,สพป.นครสวรรค์ เขต 3,60030171,220436,1060220436,บ้านวังกระโดนน้อย,1,1,0.0,0,26,ที่ราชพัสดุ
60030000,สพป.นครสวรรค์ เขต 3,60030171,220436,1060220436,บ้านวังกระโดนน้อย,2,2,0.0,0,2,ที่ดินได้รับบริจาคหรือให้ใช้
60030000,สพป.นครสวรรค์ เขต 3,60030172,220437,1060220437,บ้านวังกระโดนใหญ่,1,1,0.0,0,13,ที่ราชพัสดุ
60030000,สพป.นครสวรรค์ เขต 3,60030173,220438,1060220438,บ้านช่องคีรี,1,1,0.0,0,12,ที่ราชพัสดุ
60030000,สพป.นครสวรรค์ เขต 3,60030174,220448,1060220448,บ้านนาขอม,1,โรงเรียนบ้านนาขอม,40.0,2,7,ที่ราชพัสดุ
60030000,สพป.นครสวรรค์ เขต 3,60030174,220448,1060220448,บ้านนาขอม,2,บ้านพักครู,89.0,0,0,ที่ราชพัสดุ
60030000,สพป.นครสวรรค์ เขต 3,60030174,220448,1060220448,บ้านนาขอม,3,แปลงเกษตร,4.0,1,4,ที่ราชพัสดุ
60030000,สพป.นครสวรรค์ เขต 3,60030175,220449,1060220449,บ้านเนินบ่อทอง,1,โฉนดเลขที่  4475,65.0,1,17,ที่ราชพัสดุ
60030000,สพป.นครสวรรค์ เขต 3,60030176,220450,1060220450,บ้านเขาช้างฟุบ "เสนาขันธ์อนุสรณ์",1,3,0.0,0,24,ที่ดินได้รับบริจาคหรือให้ใช้
60030000,สพป.นครสวรรค์ เขต 3,60030178,220452,1060220452,บ้านเขาใหญ่,1,1,64.0,1,37,ที่ดินได้รับบริจาคหรือให้ใช้
60030000,สพป.นครสวรรค์ เขต 3,60030179,220445,1060220445,บ้านไร่ประชาสรรค์,1,1,26.0,0,12,ที่ราชพัสดุ
60030000,สพป.นครสวรรค์ เขต 3,60030180,220443,1060220443,บ้านบ่อไทยสามัคคี,1,1,0.0,3,12,ที่ราชพัสดุ
60030000,สพป.นครสวรรค์ เขต 3,60030180,220443,1060220443,บ้านบ่อไทยสามัคคี,2,2,68.0,0,0,ที่ราชพัสดุ
60030000,สพป.นครสวรรค์ เขต 3,60030182,220439,1060220439,บ้านวังทองประชานุกูล,1,นว.1024,17.0,3,8,ที่ราชพัสดุ
60030000,สพป.นครสวรรค์ เขต 3,60030182,220439,1060220439,บ้านวังทองประชานุกูล,2,นว.1025,89.0,3,2,ที่ราชพัสดุ
60030000,สพป.นครสวรรค์ เขต 3,60030183,220440,1060220440,บ้านโพธิ์ประสาท,1,นว.  1603,44.0,0,10,ที่ราชพัสดุ
60030000,สพป.นครสวรรค์ เขต 3,60030184,220441,1060220441,บ้านโค้งสวอง,1,นว.947,41.0,1,8,ที่ราชพัสดุ
60030000,สพป.นครสวรรค์ เขต 3,60030185,220442,1060220442,บ้านตะเคียนทอง,1,1,0.0,0,12,ที่ราชพัสดุ
60030000,สพป.นครสวรรค์ เขต 3,60030186,220458,1060220458,บ้านเขาธรรมบท,1,1,4.0,1,1,ที่ราชพัสดุ
60030000,สพป.นครสวรรค์ เขต 3,60030186,220458,1060220458,บ้านเขาธรรมบท,2,2,96.0,3,18,ที่ราชพัสดุ
60030000,สพป.นครสวรรค์ เขต 3,60030187,220459,1060220459,บ้านห้วยน้ำลาด,1,ที่ดินของโรงเรียนแปลงที่ 1,96.0,2,9,ที่ดินได้รับบริจาคหรือให้ใช้
60030000,สพป.นครสวรรค์ เขต 3,60030187,220459,1060220459,บ้านห้วยน้ำลาด,2,ที่ดินของโรงเรียนแปลงที่ 2,74.0,2,3,ที่ดินได้รับบริจาคหรือให้ใช้
60030000,สพป.นครสวรรค์ เขต 3,60030188,220425,1060220425,บ้านใหม่วารีเย็น,1,พืันที่ทั้งหมดของโรงเรียน,12.0,2,11,ที่ดินได้รับบริจาคหรือให้ใช้
60030000,สพป.นครสวรรค์ เขต 3,60030189,220422,1060220422,บ้านโคกสามัคคี,1,พื้นที่ของโรงเรียน,60.0,3,10,ที่ดินได้รับบริจาคหรือให้ใช้
60030000,สพป.นครสวรรค์ เขต 3,60030190,220457,1060220457,บ้านห้วยน้ำพุประชาพัฒนา,1,1,51.0,2,9,ที่ราชพัสดุ
60030000,สพป.นครสวรรค์ เขต 3,60030191,220453,1060220453,บ้านวังข่อย,1,นว.457,68.0,1,22,ที่ราชพัสดุ
60030000,สพป.นครสวรรค์ เขต 3,60030192,220454,1060220454,บ้านกระทุ่มทอง,1,1,0.0,0,80,ที่ราชพัสดุ
60030000,สพป.นครสวรรค์ เขต 3,60030193,220455,1060220455,บ้านหนองสะแกยาว,1,บริเวณโรงเรียน,36.0,0,6,ที่ดินได้รับบริจาคหรือให้ใช้
60030000,สพป.นครสวรรค์ เขต 3,60030194,220456,1060220456,บ้านซับสมบูรณ์,1,1,0.0,0,15,ที่ราชพัสดุ
60030000,สพป.นครสวรรค์ เขต 3,60030195,220446,1060220446,วัดโพธิ์ศรี,1,1,0.0,1,7,ที่ดินได้รับบริจาคหรือให้ใช้
60030000,สพป.นครสวรรค์ เขต 3,60030196,220447,1060220447,บ้านเขาดิน,1,1,26.0,3,36,ที่ราชพัสดุ
60030000,สพป.นครสวรรค์ เขต 3,60030197,220427,1060220427,บ้านวังน้ำลัด(สหราษฎร์รังสฤษฏ์),1,1,65.0,0,15,ที่ราชพัสดุ
60030000,สพป.นครสวรรค์ เขต 3,60030198,220428,1060220428,บ้านร่องหอย,1,1,0.0,0,5,ที่ราชพัสดุ
60030000,สพป.นครสวรรค์ เขต 3,60030199,220429,1060220429,บ้านตะกุดภิบาล,1,1,87.0,3,7,ที่ราชพัสดุ
60030000,สพป.นครสวรรค์ เขต 3,60030200,220430,1060220430,บ้านเขาหินกลิ้ง,1,1,10.0,3,7,ที่ราชพัสดุ
60030000,สพป.นครสวรรค์ เขต 3,60030201,220432,1060220432,วัดหนองไผ่ไพศาลี(สวัสดิ์อรุณอุปถัมภ์),1,1,21.0,3,21,ที่ธรณีสงฆ์
60030000,สพป.นครสวรรค์ เขต 3,60030202,220433,1060220433,บ้านพระพุทธบาทประสาธน์วิทย์,1,1,0.0,0,6,ที่ราชพัสดุ
60030000,สพป.นครสวรรค์ เขต 3,60030203,220434,1060220434,วัดบ้านใหม่,1,1,0.0,1,20,ที่ราชพัสดุ
60030000,สพป.นครสวรรค์ เขต 3,60030204,220419,1060220419,วัดสำโรงชัย,1,1,64.0,2,25,ที่ราชพัสดุ
60030000,สพป.นครสวรรค์ เขต 3,60030205,220420,1060220420,บ้านโคกมะขวิด,1,1,76.0,0,11,ที่ราชพัสดุ
60030000,สพป.นครสวรรค์ เขต 3,60030205,220420,1060220420,บ้านโคกมะขวิด,2,2,93.0,3,15,ที่ราชพัสดุ
60030000,สพป.นครสวรรค์ เขต 3,60030206,220421,1060220421,บ้านตะคร้อลาด,1,นว.615,15.0,2,7,ที่ราชพัสดุ
60030000,สพป.นครสวรรค์ เขต 3,60030208,220166,1060220166,วิฑูรย์ประชารักษ์,1,1,89.0,3,15,ที่ราชพัสดุ
60030000,สพป.นครสวรรค์ เขต 3,60030210,220163,1060220163,ชุมชนบ้านชุมพล,1,1,64.0,1,6,ที่ราชพัสดุ
60030000,สพป.นครสวรรค์ เขต 3,60030211,220162,1060220162,อนุบาลตากฟ้า,1,1,0.0,2,39,ที่ราชพัสดุ
60030000,สพป.นครสวรรค์ เขต 3,60030213,220170,1060220170,บ้านพุนกยูง,1,1,0.0,3,2,ที่ราชพัสดุ
60030000,สพป.นครสวรรค์ เขต 3,60030214,220171,1060220171,บ้านไตรคีรี,1,1,0.0,0,12,ที่ราชพัสดุ
60030000,สพป.นครสวรรค์ เขต 3,60030217,220180,1060220180,ชุมชนบ้านน้ำวิ่ง,1,1,0.0,0,21,ที่ราชพัสดุ
60030000,สพป.นครสวรรค์ เขต 3,60030218,220181,1060220181,บ้านลำพยนต์,1,1,25.0,2,7,ที่ราชพัสดุ
60030000,สพป.นครสวรรค์ เขต 3,60030220,220183,1060220183,วัดประชาสรรค์,1,1,10.0,3,21,ที่ดินได้รับบริจาคหรือให้ใช้
60030000,สพป.นครสวรรค์ เขต 3,60030222,220185,1060220185,บ้านราษฎร์อุปถัมภ์,1,1,0.0,0,12,ที่ราชพัสดุ
60030000,สพป.นครสวรรค์ เขต 3,60030224,220179,1060220179,บ้านหนองพิกุล (วิชิตนาคอุปถัมภ์),1,แปลงที่ 1,0.0,15,15,ที่ราชพัสดุ
60030000,สพป.นครสวรรค์ เขต 3,60030225,220174,1060220174,บ้านใหม่สามัคคี,1,แปลงที่ 1,0.0,0,11,ที่ราชพัสดุ
60030000,สพป.นครสวรรค์ เขต 3,60030226,220175,1060220175,บ้านเทวฤทธิ์พันลึก(ศรีอุบลอุปภัมภ์),1,1,0.0,2,22,ที่ราชพัสดุ
60030000,สพป.นครสวรรค์ เขต 3,60030227,220176,1060220176,วัดห้วยลำไย,1,แปลงที่ 1,25.0,2,17,ที่ราชพัสดุ
60030000,สพป.นครสวรรค์ เขต 3,60030229,220188,1060220188,บ้านอุดมธัญญา,1,1,0.0,3,11,ที่ราชพัสดุ
60030000,สพป.นครสวรรค์ เขต 3,60030230,220189,1060220189,บ้านดำรงรักษ์(ประชาอุทิศ),1,1,79.0,2,24,ที่ราชพัสดุ
60030000,สพป.นครสวรรค์ เขต 3,60030231,220190,1060220190,บ้านพุมะค่า,1,1,0.0,0,13,ที่ราชพัสดุ
60030000,สพป.นครสวรรค์ เขต 3,60030232,220191,1060220191,บ้านล้ำเจริญ,1,1,0.0,0,10,ที่ราชพัสดุ
60030000,สพป.นครสวรรค์ เขต 3,60030233,220192,1060220192,บ้านพุม่วง,1,1,0.0,0,16,ที่ราชพัสดุ
60030000,สพป.นครสวรรค์ เขต 3,60030234,220193,1060220193,บ้านหนองสุขสันต์,1,1,2.0,0,5,ที่ดินได้รับบริจาคหรือให้ใช้
60030000,สพป.นครสวรรค์ เขต 3,60030235,220194,1060220194,บ้านแคทราย(ซ่อนกลิ่นอุปถัมภ์),1,1,96.0,1,6,ที่ราชพัสดุ
60030000,สพป.นครสวรรค์ เขต 3,60030236,220195,1060220195,บ้านสระเกตุโมรี,1,1,0.0,2,7,ที่ราชพัสดุ
60030000,สพป.นครสวรรค์ เขต 3,60030238,220197,1060220197,บ้านไร่ศรัทธาราษฎร์,1,1,0.0,0,6,ที่ราชพัสดุ
60030000,สพป.นครสวรรค์ เขต 3,60030239,220198,1060220198,บ้านหลักสิบเก้าสามัคคี,1,1,73.0,0,5,ที่ราชพัสดุ
